fish_names,fish_prices in EUR,pictures,special
"Glänzender Leopardpanzerwels, Corydoras ambiacus",29.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85606/middle/Glaenzender-Leopardpanzerwels-Corydoras-ambiacus-1.jpg,
"Glänzender Zwergbuntbarsch, Nannacara anomala, 2,5-3,5 cm",7.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80148/middle/Glaenzender-Zwergbuntbarsch-Nannacara-anomala-jpg.jpg,
"Glühlichtbärbling, Rasbora pauciperforata",0.0,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80173/middle/80173-Gluehlichtbaerbling--Rasbora-pauciperforata.jpg,
"Gold Molly, Poecilia sphenops",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85636/middle/Rot-Molly-Poecilia-sphenops-1.jpg,Neuheit
"Gold Schwarz Lyra-Molly, Poecilia sphenops (Gabelschwanz)",4.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/102927/middle/Poecilia-shenops-Gold-Schwarz-Gabelschwanz-8.jpg,Neuheit
"Gold Schwarz Molly, Poecilia sphenops",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85633/middle/Gold-Schwarz-Molly-Poecilia-sphenops.jpg,
"Gold-Zebrabärbling, Brachydanio rerio gold",2.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101672/middle/Brachydanio-rerio-Gold-2.jpg,Neuheit
"Golden Tuxedo Guppy, Poecilia Reticulata",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85612/middle/Golden-Tuxedo-Guppy-Poecilia-Reticulata.jpg,
"Goldene Saugschmerle, Gyrinocheilus aymonieri",4.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/9519/middle/9519-Siamesische-Saugschmerle--Gold---Gyrinocheilus-aymo.jpg,
"Goldener Antennenwels, Ancistrus sp. Gold",10.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80088/middle/80088-Goldener-Antennenwels--Ancistrus-sp--Gold.jpg,
"Goldener Augenfleck-Buntbarsch, Heros severus gold",8.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/20905/middle/20905-Goldener-Augenfleck-Buntbarsch--Heros-severus.jpg,
"Goldener Kaiserbuntbarsch, Aulonocara maleri maleri, DNZ",29.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85120/middle/Goldener-Kaiserbuntbarsch-Aulonocara-marlieri-3.jpg,
"Goldener Mosaikfadenfisch, Trichopodus leerii Gold, DNZ, 5-6 cm",8.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85651/middle/Goldener-Mosaikfadenfisch-Trichopodus-leerii-Gold.jpg,
"Goldfisch Black Moor, Carassius auratus (Kaltwasser)",6.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/20932/middle/20932-Goldfisch-Black-Moor--Carassius-auratus--4-5-cm--K.jpg,
"Goldfisch rot, Carassius auratus (Kaltwasser)",2.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/11430/middle/11430-Goldfisch-Komet-rot-Carassius-auratus-Kaltwasser.jpg,
"Goldkopf-Skalar, Pterophyllum scalare",9.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/8730/middle/Skalar-Goldkopf-Pterophyllum-scalare.jpg,
"Goldorfe, Leuciscus idus (Kaltwasser), 7-10 cm, DNZ",2.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81039/middle/81039-Goldorfe-Leuciscus-idus-Kaltwasser.jpg,
"Goldringelgrundel, Brachygobius doriae (Minifisch)",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/8654/middle/Goldringelgrundel-Brachygobius-doriae-Minifisch.jpg,
"Goldringelkugelfisch, Tetraodon mbu (Rarität)",129.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/16425/middle/16425-Goldringelkugelfisch--Tetraodon-mbu--6-8-cm--Rarit.jpg,
"Goldsaumbuntbarsch, Aequidens rivulatus",24.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/20923/middle/Goldsaumbuntbarsch-Aequidens-rivulatus.jpg,
"Goldschleie, Tinca tinca (Kaltwasser), DNZ",8.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81050/middle/81050-Goldschleie-Tinca-tinca-Kaltwasser.jpg,
"Gracilis-Buntbarsch, Neolamprologus gracilis",16.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100255/middle/Gracilis-Buntbarsch-Neolamprologus-gracilis-.jpg,Neuheit
"Graskarpfen, Ctenopharyngodon idella,  (Kaltwasser) DNZ",5.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/11558/middle/11558-Graskarpfen--Ctenopharyngodon-idella--7-10-cm--Kal.jpg,
"Großer Ozelot-Harnischwels, Hypancistrus spec. L400, 5-6 cm",69.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101660/middle/Hypancistrus-sp-L400.jpg,Neuheit
"Gründling, Gobio gobio (Kaltwasser), DNZ, 7-10 cm",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81038/middle/81038-Gruendling-Gobio-gobio-Kaltwasser.jpg,
"Grüner Kugelfisch, Tetraodon nigroviridis",8.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84998/middle/Tetraodon-nigroviridis-gruener-kugelfisch.jpg,
"Grünflossenbuntbarsch, Cichlasoma nigrofasciatum",6.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80129/middle/80129-Gruenflossenbuntbarsch--Cichlasoma-nigrofasciatum.jpg,
"Guppy Elephant Ear Moskauer Nelke, Poecilia reticulata",6.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101377/middle/Guppy-Elephant-Ear-Moskauer-Nelke-Poecilia-reticulata-1.jpg,
"Guppy Elephant Ear Steel Blue, Poecilia reticulata",6.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101675/middle/Guppy-M--steelblue-elephant-ear-Poecilia-reticulata.jpg,Neuheit
"Guppy Männchen Blue Queen, Poecilia reticulata",5.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/102934/middle/Poecilia-reticulata-Guppy-Blue-Queen.jpg,
"Guppy Männchen Blue Sapphire, Poecilia reticulata",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85412/middle/Poecilia-reticulata-Blue-Sapphire-6.jpg,
"Guppy Männchen Bumble Bee, Poecilia reticulata",4.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85415/middle/Poecilia-reticulata-Bumble-Bee.jpg,
"Guppy Männchen Chili Red, Poecilia reticulata",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85407/middle/Poecilia-reticulata-Chilli-Red-5.jpg,
"Guppy Männchen Cobra gelb, Poecilia reticulata",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84356/middle/Guppy-Maennchen-Cobra-gelb-Poecilia-reticulata.jpg,
"Guppy Männchen Cobra grün, Poecilia reticulata",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/20913/middle/20913-Guppy-Maennchen-Cobra-gruen-Poecilia-reticulata.jpg,
"Guppy Männchen Cobra rot, Poecilia reticulata",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/10785/middle/10785-Guppy-Maennchen-Cobra-rot-Poecilia-reticulata.jpg,
"Guppy Männchen Farb-Mix, Poecilia reticulata",3.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/10035/middle/10035-Guppy-Maennchen-Mix-Poecilia-reticulata.jpg,
"Guppy Männchen Leopard, Poecilia reticulata",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85404/middle/Poecilia-reticulata-Leopard-1.jpg,
"Guppy Männchen moskaublau, Poecilia reticulata",5.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/20937/middle/Guppy-Maennchen-moskaublau-Poecilia-reticulata-1.jpg,
"Guppy Männchen Neon Firetail, Poecilia reticulata",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85408/middle/Poecilia-reticulata-Neon-Firetail-3.jpg,
"Guppy Männchen neonblau, Poecilia reticulata",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/20938/middle/20938-Guppy-Maennchen-neonblau-Poecilia-reticulata.jpg,
"Guppy Männchen Pigeon Blood, Poecilia reticulata",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85410/middle/Poecilia-reticulata-Pigeon-Blood-1.jpg,
"Guppy Männchen platinum white, Poecilia reticulata",4.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84613/middle/Guppy-Platinum-white2.jpg,
"Guppy Männchen Red Mosaik, Poecilia reticulata",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85403/middle/Poecilia-reticulata-RED-MOSAIC-1-FSWFT2820.jpg,
"Guppy Männchen Shakti Batik, Poecilia reticulata",4.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85414/middle/Poecilia-reticulata-Batik-1-5.jpg,
"Guppy Männchen Sunrise cobra, Poecilia reticulata",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85049/middle/Poecilia-reticulata-Sunrise-4.jpg,
"Guppy Weibchen Mix, Poecilia reticulata, 3-4 cm",2.79,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/10781/middle/Guppy-Weibchen-Mix--Poecilia-reticulata-Mix.jpg,
"Guppy Zucht-Mix 1, Poecilia reticulata, 1M 3W",9.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86642/middle/Poecilia-reticulata-Guppy-Mix-Zuchtgruppe-1.jpg,Neuheit
"Guppy Zucht-Mix 2, Poecilia reticulata, 2M 5W",18.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86643/middle/Poecilia-reticulata-Guppy-Mix-Zuchtgruppe-2.jpg,Neuheit
"Gürtelstachelaal, Macrognathus circumcinctus",22.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80053/middle/80053-Guertelstachelaal--Macrognathus-circumcinctus.jpg,
"Haibarbe, Balantiocheilos melanopterus",8.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80203/middle/80203-Haibarbe--Balantiocheilos-melanopterus.jpg,
"Haiwels Gold, Pangasius sutchi (NUR FÜR GROSSAQUARIEN)",12.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101410/middle/Haiwels--Pangasius-sutchi-gold-1.jpg,Neuheit
"Haplochromis spec. ZEBRA OBLIQUIDENS, DNZ",17.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86315/middle/Haplochromis-spec-ZEBRA-OBLIQUIDENS.jpg,Neuheit
"Harnischwels, Hypancistrus spec. L411 ""Monte Duorado"", 5-6 cm",69.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101662/middle/Hypancistrus-spec--L411-Monte-Duorado.jpg,Neuheit
"Heckels Buntbarsch albino, Acarichthys heckelii",24.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101819/middle/Heckels-Buntbarsch-albino-Acarichthys-heckelii-1.jpg,
"Heller Skalar, Pterophyllum scalare hell, DNZ, 4-6 cm",8.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85639/middle/Heller-Skalar-Pterophyllum-scalare-hell.jpg,
"Jaguar-Prachtschmerle, Yasuhikotakia splendida",19.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/87457/middle/Yasuhikotakia-splendida.jpg,
"Jaguarcichlide, Parachromis managuensis",10.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83354/middle/83354-Jaguarcichlide--Parachromis-managuensis-.jpg,
"Julii-Panzerwels, Corydoras julii",8.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/10811/middle/Juli-Panzerwels-Corydoras-julii.jpg,
"Juwelen-Regenbogenfisch, Melanotaenia trifasciata",13.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/16417/middle/16417-Juwelen-Regenbogenfisch--Melanotaenia-trifasciata.jpg,
"Kadango-Cichlide, Copadichromis borleyi ""Kadango Red Fin"", DNZ",29.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80279/middle/80279-Kadango-Cichlide-Copadichromis-borleyi-Kadango.jpg,
"Kaisergrundel, Hypseleotris compressa, 4-5 cm",29.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85644/middle/Kaisergrundel-Hypseleotris-compressa.jpg,
"Kaisertetra, Nematobrycon palmeri",4.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/8902/middle/8902-Kaisertetra--Nematobrycon-palmeri.jpg,
"Kakaduzwergbuntbarsch doppelrot, Apistogramma cacatuoides, DNZ",17.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/8897/middle/8897-Kakaduzwergbuntbarsch--doppelrot---Apistogramma-cac.jpg,
"Kammdornwels, Agamyxis pectinifrons 3-5 cm",16.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/20948/middle/20948-Kammdornwels--Agamyxis-pectinifrons.jpg,
"Kammkugelfisch, Carinotetraodon irrubesco (Rotschwanzkugelfisch)",14.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86626/middle/Carinotetraodon-irrubesco-1-7.jpg,Neuheit
"Kangal-Knabberfisch, Garra rufa",4.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/8895/middle/Kangal-Knabberfisch-Garra-rufa-jpg.jpg,
"Kardinalfisch, Tanichthys albonubes",1.79,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84202/middle/Tanichthys-albonubes-Kardinalfisch.jpg,
"Keilfleckbarbe, Rasbora heteromorpha, DNZ",2.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85119/middle/Keilfleckbarbe-Rasbora-heteromorpha.jpg,
"Kiemensackwels, Heteropneustes fossilis, 4-5 cm (Rarität)",14.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/10048/middle/10048-Kiemensackwels--Heteropneustes-fossilis--Raritaet-.jpg,
"Kirschfleck-Moorii, Tropheus moorii ""Bulu Point"", DNZ",29.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84604/middle/Tropheus-moori-Bulu-Point-Kirschfleckmoori.jpg,
"Kleiner Borneo Flossensauger, Pseudogastromyzon ctenocephalus, 3er Gruppe",17.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101695/middle/Gastromyzon-ctenocephalus-6.jpg,
"Knurrender Gurami, Trichopsis vittata",4.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/9090/middle/9090-Knurrender-Gurami--Trichopsis-vittata.jpg,
"Knurrender Zwerggurami, Trichopsis pumilus (Minifisch)",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/8607/middle/Knurrender-Zwerggurami-Trichopsis-pumilus-Minifisch.jpg,
"Kobalt-Orange-Buntbarsch, Melanochromis johannii, DNZ",13.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/10806/middle/10806-Kobalt-Orange-Buntbarsch--Melanochromis-johannii.jpg,
"Kobaltorangener Maulbrüter, Melanochromis interruptus",14.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100194/middle/Melanochromis-interruptus.jpg,Neuheit
"Kobaltwels, Mystus tengara, 4-6 cm",7.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83271/middle/83271-Kobaltwels-Mystus-tengara.jpg,
"Koi Farbmix Israel, Cyprinus carpio, verschiedene Größen (Kaltwasser)",54.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/11552/middle/Koi-Farbmix-Israel-Cyprinus-carpio-10-12-cm-Kaltwasser-2.jpg,
"Koi Guppy bunt, Poecilia reticulata ""Koi"", DNZ, Pärchen",13.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101557/middle/Koi-Guppy-bunt--Poecilia-Reticulata.jpg,Neuheit
"Koi-Skalar, Pterophyllum scalare",9.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/81060/middle/81060-Koi-Skalar-Pterophyllum-scalare.jpg,
"Kolumbianischer Zebrawels, L129, Hypancistrus debilittera",39.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/83332/middle/83332-Kolumbischer-Zebrawels-L129-Hypancistrus-debilitte.jpg,
"Königssalmler, Inpaichthys kerri",4.29,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80185/middle/80185-Koenigssalmler--Inpaichthys-kerri.jpg,
"Königstiger-Harnischwels, Hypancistrus spec. L 66, 8-10 cm",79.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80082/middle/80082-Koenigstiger-Harnischwels--Hypancistrus-spec--L066.jpg,
"Königstiger-Harnischwels, Hypancistrus spec. L333 Belo Monte, 8-9 cm",69.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101656/middle/L-333-Hypancistrus-spec--1.jpg,
"Königstiger-Harnischwels, Hypancistrus spec. L333 spezial, 8-10 cm",149.9,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80074/middle/80074-Koenigstiger-Harnischwels--Hypancistrus-spec--L333.jpg,
"Korallenroter Schwertträger, Xiphophorus helleri Korallenrot, 4-6 cm",6.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85643/middle/Xiphophorus-helleri-Korallenrot.jpg,
"Kuckucks-Fiederbartwels, Synodontis petricola, DNZ",17.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/82728/middle/82728-Synodontis-petricola.jpg,
"Kupfermolly, Poecilia velifera",5.29,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85998/middle/Kupfermolly-Poecilia-velifera-3.jpg,Neuheit
"Kupfersalmler, Hasemania marginata, DNZ",2.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/8901/middle/8901-Kupfersalmler-Hasemania-marginata.jpg,
"Küssender Gurami, Helostoma temminckii",6.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/8862/middle/8862-Kuessender-Gurami--Helostoma-temminckii.jpg,
"L-103, Zwergharnischwels, Peckoltia pulcher",19.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/16424/middle/16424-L-103--Zwergharnischwels--Peckoltia-pulcher.jpg,
"Labidochromis spec. CHISUMULAE MBWECA THUMBI, DNZ",17.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86297/middle/Labidochromis-spec--CHISUMULAE-MBWECA-THUMBI.jpg,Neuheit
"Labidochromis spec. MBAMBA BAY, DNZ",13.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86289/middle/Labidochromis-spec--Mbamba-Bay.jpg,Neuheit
"Lachsroter Regenbogenfisch, Glossolepis incisus",12.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/20922/middle/20922-Lachsroter-Regenbogenfisch--Glossolepis-incisus.jpg,
"Langflossen-Harnischwels, Sturisoma festivum",31.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/85648/middle/Langflossen-Harnischwels-Sturisoma-festivum.jpg,
"Längsband-Ziersalmler, Nannostomus beckfordi DNZ",4.29,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/20929/middle/20929-Laengsband-Ziersalmler--Nannostomus-beckfordi.jpg,
"Leopard-Buschfisch, Ctenopoma acutirostre, 3-4 cm",12.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/16400/middle/16400-Leopard-Buschfisch--Ctenopoma-acutirostre.jpg,
"Leopard-Kaktuswels, L 114, LDA 7, Pseudacanthicus cf. leopardus",79.9,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84489/middle/L-114-Pseudacanthicus-leopardus-leopardkaktuswels.jpg,
"Leopardmuräne, Gymnothorax polyuranodon (Echte Süßwassermuräne)",169.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100088/middle/Leopardmuraene-Gymnothorax-polyuranodon-Echte-Suesswassermuraene-1.jpg,
"Leopardpanzerwels, Corydoras leopardus",18.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84440/middle/Leopardpanzerwels-Corydoras-leopardus.jpg,
"Lethrinops micrentodon MAKOKOLA, DNZ",26.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86323/middle/Lethrinops-micrentodon-MAKOKOLA-11.jpg,Neuheit
"Leucorhynchos-Plattfisch, Süßwasserflunder, Achiroides leucorhynchos",24.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100274/middle/Leucorhynchos-Plattfisch-Suesswasserflunder-Achiroides-leucorhynchos-4.jpg,
"Likomamaulbrüter, Placidochromis electra ""Black Face"", DNZ",17.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84176/middle/Placidochromis-electra-likomamaulbrueter.jpg,
"Liniendornwels, Platydoras costatus,4-5 cm",13.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/10077/middle/10077-Liniendornwels--Platydoras-costatus.jpg,
"Lombardos Maulbrüter, Pseudotropheus lombardoi, DNZ",15.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/8917/middle/Lombardos-Maulbrueter-Pseudotropheus-lombardoi.jpg,
"Magnets Grasstail Elephant Ears Guppy, Poecilia reticulata",6.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101238/middle/Poecilia-reticulata-Magnets-Grass-Tail-Elephant-Ear.jpg,
"Manacapuru Rotrücken Skalar, Pterophyllum cf. scalare ""Lago Manacapuru""",24.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80154/middle/Manacapuru-Rotruecken-Skalar-Pterophyllum-scalare-L.jpg,
"Mandalawi-Maulbrüter, Placidochromis ""Electra Superior"", DNZ",29.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/100208/middle/Placidochromis-electra-superior.jpg,Neuheit
"Marmor-Ancistrus, Ancistrus claro, LDA 8, DNZ",39.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84475/middle/Marmor-Ancistrus-LDA-08-Ancistrus-claro-1.jpg,
"Marmorfadenfisch, Trichogaster trichopterus var. Marmor (Cosby)",5.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80212/middle/80212-Marmorfadenfisch--Trichogaster-trichopterus-var--M.jpg,
"Marmorierter Panzerwels, Corydoras paleatus, DNZ, 2,5-3 cm",4.49,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/9203/middle/9203-Marmorierter-Panzerwels-Corydoras-paleatus.jpg,
"Maronibuntbarsch, Aequidens maronii",8.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80114/middle/80114-Maronibuntbarsch--Aequidens-maronii.jpg,
"Maylandia estherae OB, Pseudotropheus estherae ORANGE BLOTCHED, DNZ",17.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80032/middle/80032-Maylandia-estherae-OB.jpg,
"Messerbuntbarsch, Dimidiochromis compressiceps, DNZ",29.95,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/80281/middle/80281-Messerbuntbarsch-Dimidiochromis-compressiceps-Blue.jpg,
"Metallpanzerwels albino, Corydoras aeneus albino, DNZ",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/14975/middle/14975-Metallpanzerwels--albino-Corydoras-aeneus.jpg,
"Metallpanzerwels, Corydoras aeneus, DNZ",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/8839/middle/Metallpanzerwels-Corydoras-aeneus.jpg,
"Mickey Mouse Platy Ananas/pink, Xiphophorus maculatus",4.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/10799/middle/10799-Mickey-Mouse-Platy-Ananas-Xiphophorus-maculat.jpg,
"Mickey Mouse Platy weiß, Xiphophorus maculatus",4.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/84445/middle/Mickey-Mouse-Platy-weiss-Xiphophorus-maculatus.jpg,
"Mini Snowball Pleco, L471, Hypancistrus sp. ""Dwarf"", 3-5 cm",49.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/101666/middle/Hypancistrus-spec--dwarf-L471.jpg,Neuheit
"Molly-Mix, Poecilia sphenops im MIX",3.99,https://cdn02.plentymarkets.com/idwditcg5ajj/item/images/86597/middle/Poecilia-sphenops-Molly-Mix.jpg,Neuheit
